Name: Jota do Barrio do Ceo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-do-barrio-do-ceo/jota-do-barrio-do-ceo-partitura/@@display-file/midi/Jota%20do%20Barrio%20do%20Ceo.midi , File: 0.mid, Tracks: 2, Length: 27.2727 
Name: Valse galego do repertorio dos Rosales , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0003.mid , File: 259.mid, Tracks: 2, Length: 159.5998404 
Name: Valse picado do repertorio dos Campaneiros , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0023.mid , File: 260.mid, Tracks: 1, Length: 178.44 
Name: A Barquiña , Link: http://www.gaitagallega.es/images/editor/a-barquina.mid , File: 261.mid, Tracks: 1, Length: 75.8795636 
Name: A Cachimba Dourada , Link: http://www.gaitagallega.es/images/editor/a-cachimba-dourada.mid , File: 262.mid, Tracks: 1, Length: 85.44 
Name: A codea de pan , Link: http://www.gaitagallega.es/images/editor/a-codea-de-pan.mid , File: 263.mid, Tracks: 1, Length: 169.3728718 
Name: A muller que capa ós homes , Link: http://www.gaitagallega.es/images/editor/a-muller-que-capa-os-homes.mid , File: 264.mid, Tracks: 2, Length: 134.4352269 
Name: A Praza do Ferro , Link: http://www.gaitagallega.es/images/editor/a-praza-do-ferro.mid , File: 265.mid, Tracks: 2, Length: 104.7881829 
Name: A Xeitosa , Link: http://www.gaitagallega.es/images/editor/a-xeitosa.mid , File: 266.mid, Tracks: 1, Length: 30.0 
Name: Aforamento dunha jota de auga nun micromatraz , Link: http://www.gaitagallega.es/images/editor/aforamento-dunha-jota-de-auga-nun-micromatraz.mid , File: 267.mid, Tracks: 1, Length: 119.6439268 
Name: Aires de Carnaval , Link: http://www.gaitagallega.es/images/editor/aires-de-carnaval.mid , File: 268.mid, Tracks: 2, Length: 33.571395 
Name: Antoxos , Link: http://www.gaitagallega.es/images/editor/antoxos.mid , File: 269.mid, Tracks: 1, Length: 30.0 
Name: Aquelando choias , Link: http://www.gaitagallega.es/images/editor/aquelando-choias.mid , File: 270.mid, Tracks: 2, Length: 128.0822889 
Name: As mozas do Coto Grande , Link: http://www.gaitagallega.es/images/editor/as-mozas-do-coto-grande.mid , File: 271.mid, Tracks: 1, Length: 26.842116 
Name: Blanca o Negra , Link: http://www.gaitagallega.es/images/editor/blanca-o-negra.mid , File: 272.mid, Tracks: 2, Length: 59.775 
Name: Caíches , Link: http://www.gaitagallega.es/images/editor/caiches.mid , File: 273.mid, Tracks: 1, Length: 40.1999598 
Name: Chouteira do Lerez , Link: http://www.gaitagallega.es/images/editor/chouteira-do-lerez.mid , File: 274.mid, Tracks: 1, Length: 84.9665817 
Name: Churrusqueira , Link: http://www.gaitagallega.es/images/editor/churrusqueira.mid , File: 275.mid, Tracks: 1, Length: 138.3375 
Name: Danza do Antroido de San Adrián de Cobres , Link: http://www.gaitagallega.es/images/editor/danza-do-antroido-de-san-adrian-de-cobres.mid , File: 276.mid, Tracks: 1, Length: 157.7293329 
Name: Danzarica , Link: http://www.gaitagallega.es/images/editor/danzarica.mid , File: 277.mid, Tracks: 2, Length: 81.24 
Name: De Hermaña a Caión , Link: http://www.gaitagallega.es/images/editor/de-hermana-a-caion.mid , File: 278.mid, Tracks: 2, Length: 72.16 
Name: De Vagariño , Link: http://www.gaitagallega.es/images/editor/de-vagarino.mid , File: 279.mid, Tracks: 1, Length: 182.714103 
Name: De Xermaña a Caión , Link: http://www.gaitagallega.es/images/editor/de-xermana-a-caion.mid , File: 280.mid, Tracks: 1, Length: 72.16 
Name: En Belén hai moita Festa , Link: http://www.gaitagallega.es/images/editor/en-belen-hai-moita-festa.mid , File: 281.mid, Tracks: 2, Length: 126.79101475 
Name: Festa na Eira , Link: http://www.gaitagallega.es/images/editor/festa-na-eira.mid , File: 282.mid, Tracks: 2, Length: 145.92 
Name: Ista e miña , Link: http://www.gaitagallega.es/images/editor/ista-e-mina.mid , File: 283.mid, Tracks: 1, Length: 77.35 
Name: Jota (Nº 350) , Link: http://www.gaitagallega.es/images/editor/jota-350.mid , File: 284.mid, Tracks: 1, Length: 110.5143686 
Name: Jota 350 , Link: http://www.gaitagallega.es/images/editor/jota-350(1).mid , File: 285.mid, Tracks: 1, Length: 90.725 
Name: Jota a Miña Galega , Link: http://www.gaitagallega.es/images/editor/jota-a-mina-galega(1).mid , File: 286.mid, Tracks: 1, Length: 99.857043 
Name: Jota da Cruña , Link: http://www.gaitagallega.es/images/editor/jota-da-cruna.mid , File: 287.mid, Tracks: 2, Length: 94.0940706 
Name: Jota da Guia , Link: http://www.gaitagallega.es/images/editor/jota-da-guia.mid , File: 288.mid, Tracks: 1, Length: 51.2 
Name: Jota da monta±a , Link: http://www.gaitagallega.es/images/editor/jota-da-monta-a.mid , File: 289.mid, Tracks: 1, Length: 46.3614736 
Name: Jota das Bouzas , Link: http://www.gaitagallega.es/images/editor/jota-das-bouzas.mid , File: 290.mid, Tracks: 1, Length: 50.52624 
Name: Jota das Nogais , Link: http://www.gaitagallega.es/images/editor/jota-das-nogais.mid , File: 291.mid, Tracks: 1, Length: 243.19456 
Name: Jota de Abadín , Link: http://www.gaitagallega.es/images/editor/jota-de-abadin.mid , File: 292.mid, Tracks: 1, Length: 73.4726538 
Name: Jota de Albite , Link: http://www.gaitagallega.es/images/editor/jota-de-albite.mid , File: 293.mid, Tracks: 2, Length: 146.3999268 
Name: Jota de Arabexo , Link: http://www.gaitagallega.es/images/editor/jota-de-arabexo.mid , File: 294.mid, Tracks: 2, Length: 98.9726283 
Name: Jota de Arbo , Link: http://www.gaitagallega.es/images/editor/jota-de-arbo.mid , File: 295.mid, Tracks: 1, Length: 91.3411308 
Name: Jota de Bacariza , Link: http://www.gaitagallega.es/images/editor/jota-de-bacariza.mid , File: 296.mid, Tracks: 1, Length: 80.823489 
Name: Jota de Barbeito , Link: http://www.gaitagallega.es/images/editor/jota-de-barbeito.mid , File: 297.mid, Tracks: 1, Length: 70.1646708 
Name: Jota de Beigondo , Link: http://www.gaitagallega.es/images/editor/jota-de-beigondo.mid , File: 298.mid, Tracks: 1, Length: 85.7 
Name: Jota de Boimorto , Link: http://www.gaitagallega.es/images/editor/jota-de-boimorto.mid , File: 299.mid, Tracks: 1, Length: 120.1209632 
Name: Jota de Carelle , Link: http://www.gaitagallega.es/images/editor/jota-de-carelle.mid , File: 300.mid, Tracks: 2, Length: 81.4940769 
Name: Jota de Corneantes , Link: http://www.gaitagallega.es/images/editor/jota-de-corneantes.mid , File: 301.mid, Tracks: 1, Length: 53.68413 
Name: Jota de Emilio , Link: http://www.gaitagallega.es/images/editor/jota-de-emilio.mid , File: 302.mid, Tracks: 1, Length: 82.6387078 
Name: Jota de Farelo , Link: http://www.gaitagallega.es/images/editor/jota-de-farelo.mid , File: 303.mid, Tracks: 1, Length: 95.0470149 
Name: Jota de Ferreiros , Link: http://www.gaitagallega.es/images/editor/jota-de-ferreiros.mid , File: 304.mid, Tracks: 2, Length: 104.37 
Name: Jota de Feáns , Link: http://www.gaitagallega.es/images/editor/jota-de-feans.mid , File: 305.mid, Tracks: 1, Length: 109.88486235 
Name: Jota de Flariz , Link: http://www.gaitagallega.es/images/editor/jota-de-flariz.mid , File: 306.mid, Tracks: 1, Length: 123.8469969 
Name: Jota de Folgoso , Link: http://www.gaitagallega.es/images/editor/jota-de-folgoso.mid , File: 307.mid, Tracks: 2, Length: 116.07 
Name: Jota de Foxado , Link: http://www.gaitagallega.es/images/editor/jota-de-foxado.mid , File: 308.mid, Tracks: 1, Length: 20.72 
Name: Jota de Guitizá , Link: http://www.gaitagallega.es/images/editor/jota-de-guitiza.mid , File: 309.mid, Tracks: 1, Length: 20.72 
Name: Jota de José , Link: http://www.gaitagallega.es/images/editor/jota-de-jose.mid , File: 310.mid, Tracks: 1, Length: 141.1331922 
Name: Jota de la Madalena , Link: http://www.gaitagallega.es/images/editor/jota-de-la-madalena.mid , File: 311.mid, Tracks: 1, Length: 109.0857961 
Name: Jota de Laracha , Link: http://www.gaitagallega.es/images/editor/jota-de-laracha.mid , File: 312.mid, Tracks: 1, Length: 74.9998875 
Name: Jota de Lleitariegos , Link: http://www.gaitagallega.es/images/editor/jota-de-lleitariegos.mid , File: 313.mid, Tracks: 1, Length: 97.32 
Name: Jota de Lucas , Link: http://www.gaitagallega.es/images/editor/jota-de-lucas.mid , File: 314.mid, Tracks: 1, Length: 235.9908468 
Name: Jota de Malpica , Link: http://www.gaitagallega.es/images/editor/jota-de-malpica.mid , File: 315.mid, Tracks: 2, Length: 183.176379 
Name: Jota de Millarada , Link: http://www.gaitagallega.es/images/editor/jota-de-millarada.mid , File: 316.mid, Tracks: 1, Length: 102.558078 
Name: Jota de Moia , Link: http://www.gaitagallega.es/images/editor/jota-de-moia.mid , File: 317.mid, Tracks: 1, Length: 150.072 
Name: Jota de Montrove , Link: http://www.gaitagallega.es/images/editor/jota-de-montrove.mid , File: 318.mid, Tracks: 2, Length: 180.9715643 
Name: Jota de Neaño , Link: http://www.gaitagallega.es/images/editor/jota-de-neano.mid , File: 319.mid, Tracks: 2, Length: 81.75 
Name: Jota de Negreira , Link: http://www.gaitagallega.es/images/editor/jota-de-negreira.mid , File: 320.mid, Tracks: 1, Length: 228.1316702 
Name: Jota de Niñodaguia , Link: http://www.gaitagallega.es/images/editor/jota-de-ninodaguia.mid , File: 321.mid, Tracks: 1, Length: 199.2646656 
Name: Jota de Noia , Link: http://www.gaitagallega.es/images/editor/jota-de-noia.mid , File: 322.mid, Tracks: 1, Length: 61.1724872 
Name: Jota de Ordenes , Link: http://www.gaitagallega.es/images/editor/jota-de-ordenes.mid , File: 323.mid, Tracks: 1, Length: 77.999922 
Name: Jota de Ourense , Link: http://www.gaitagallega.es/images/editor/jota-de-ourense.mid , File: 324.mid, Tracks: 1, Length: 225.76 
Name: Jota de Outeiro , Link: http://www.gaitagallega.es/images/editor/jota-de-outeiro.mid , File: 325.mid, Tracks: 1, Length: 56.5060472 
Name: Jota de Oza , Link: http://www.gaitagallega.es/images/editor/jota-de-oza.mid , File: 326.mid, Tracks: 1, Length: 75.486761 
Name: Jota de Pacios de Mourisco , Link: http://www.gaitagallega.es/images/editor/jota-de-pacios-de-mourisco.mid , File: 327.mid, Tracks: 1, Length: 107.4723082 
Name: Jota de Paradela , Link: http://www.gaitagallega.es/images/editor/jota-de-paradela.mid , File: 328.mid, Tracks: 1, Length: 64.6 
Name: Jota de Pontevedra (bis) , Link: http://www.gaitagallega.es/images/editor/jota-de-pontevedra-bis.mid , File: 329.mid, Tracks: 2, Length: 103.9222816 
Name: Jota de Pontevedra 2 , Link: http://www.gaitagallega.es/images/editor/jota-de-pontevedra-2.mid , File: 330.mid, Tracks: 2, Length: 160.9715493 
Name: Jota de Pontevedra , Link: http://www.gaitagallega.es/images/editor/jota-de-pontevedra.mid , File: 331.mid, Tracks: 2, Length: 133.5528744 
Name: Jota de Porto do Cabo , Link: http://www.gaitagallega.es/images/editor/jota-de-porto-do-cabo.mid , File: 332.mid, Tracks: 1, Length: 102.4723042 
Name: Jota de Recelle , Link: http://www.gaitagallega.es/images/editor/jota-de-recelle.mid , File: 333.mid, Tracks: 1, Length: 152.7237453 
Name: Jota de Sabela , Link: http://www.gaitagallega.es/images/editor/jota-de-sabela.mid , File: 334.mid, Tracks: 2, Length: 77.0453775 
Name: Jota de San Adrián de Cobres , Link: http://www.gaitagallega.es/images/editor/jota-de-san-adrian-de-cobres.mid , File: 335.mid, Tracks: 2, Length: 52.285662 
Name: Jota de San Marcos de Abegondo , Link: http://www.gaitagallega.es/images/editor/jota-de-san-marcos-de-abegondo.mid , File: 336.mid, Tracks: 2, Length: 182.04 
Name: Jota de San Silvestre , Link: http://www.gaitagallega.es/images/editor/jota-de-san-silvestre.mid , File: 337.mid, Tracks: 1, Length: 97.63338215 
Name: Jota de Sofán , Link: http://www.gaitagallega.es/images/editor/jota-de-sonfan.mid , File: 338.mid, Tracks: 1, Length: 99.9271728 
Name: Jota de Son , Link: http://www.gaitagallega.es/images/editor/jota-de-son.mid , File: 339.mid, Tracks: 2, Length: 128.0822889 
Name: Jota de Sonfán , Link: http://www.gaitagallega.es/images/editor/jota-de-sonfan(1).mid , File: 340.mid, Tracks: 1, Length: 139.9058124 
Name: Jota de Soutelo , Link: http://www.gaitagallega.es/images/editor/jota-de-soutelo.mid , File: 341.mid, Tracks: 2, Length: 189.6704934 
Name: Jota de Taboada , Link: http://www.gaitagallega.es/images/editor/jota-de-taboada.mid , File: 342.mid, Tracks: 2, Length: 144.1763985 
Name: Jota de Tui , Link: http://www.gaitagallega.es/images/editor/jota-de-tui.mid , File: 343.mid, Tracks: 1, Length: 127.411701 
Name: Jota de Vilar de Conforto , Link: http://www.gaitagallega.es/images/editor/jota-de-vilar-de-conforto.mid , File: 344.mid, Tracks: 1, Length: 121.058763 
Name: Jota de Vilar , Link: http://www.gaitagallega.es/images/editor/jota-de-vilar.mid , File: 345.mid, Tracks: 1, Length: 43.6 
Name: Jota de Vilarmaior , Link: http://www.gaitagallega.es/images/editor/jota-de-vilarmaior.mid , File: 346.mid, Tracks: 2, Length: 44.571384 
Name: Jota de Xermil , Link: http://www.gaitagallega.es/images/editor/jota-de-xermil.mid , File: 347.mid, Tracks: 2, Length: 92.072804 
Name: Jota de Xestoso do Lor , Link: http://www.gaitagallega.es/images/editor/jota-de-xestoso-do-lor.mid , File: 348.mid, Tracks: 1, Length: 130.875 
Name: Jota del menudillo 2 , Link: http://www.gaitagallega.es/images/editor/jota-del-menudillo-2.mid , File: 349.mid, Tracks: 1, Length: 144.352869 
Name: Jota del menudillo , Link: http://www.gaitagallega.es/images/editor/jota-del-menudillo.mid , File: 350.mid, Tracks: 1, Length: 64.9666017 
Name: Jota do 3 , Link: http://www.gaitagallega.es/images/editor/jota-do-3.mid , File: 351.mid, Tracks: 2, Length: 130.1998698 
Name: Jota do Ateneo , Link: http://www.gaitagallega.es/images/editor/jota-do-ateneo(1).mid , File: 352.mid, Tracks: 1, Length: 106.8817113 
Name: Jota do Besbello , Link: http://www.gaitagallega.es/images/editor/jota-do-besbello(1).mid , File: 353.mid, Tracks: 1, Length: 136.588167 
Name: Jota do Cebreiro , Link: http://www.gaitagallega.es/images/editor/jota-do-cebreiro(1).mid , File: 354.mid, Tracks: 1, Length: 128.0822889 
Name: Jota do Crego , Link: http://www.gaitagallega.es/images/editor/jota-do-crego(1).mid , File: 355.mid, Tracks: 1, Length: 73.6316084 
Name: Jota do Escano , Link: http://www.gaitagallega.es/images/editor/jota-do-escano(1).mid , File: 356.mid, Tracks: 1, Length: 158.72 
Name: Jota do Formarigo , Link: http://www.gaitagallega.es/images/editor/jota-do-formarigo(1).mid , File: 357.mid, Tracks: 2, Length: 44.181774 
Name: Jota do meu pai , Link: http://www.gaitagallega.es/images/editor/jota-do-meu-pai(1).mid , File: 358.mid, Tracks: 1, Length: 44.72 
Name: Jota do Pía Paxaro , Link: http://www.gaitagallega.es/images/editor/jota-do-pia-paxaro(1).mid , File: 359.mid, Tracks: 3, Length: 171.570327 
Name: Jota do Son , Link: http://www.gaitagallega.es/images/editor/jota-do-son(1).mid , File: 360.mid, Tracks: 1, Length: 135.1276866 
Name: Jota do Vilarón , Link: http://www.gaitagallega.es/images/editor/jota-do-vilaron(1).mid , File: 361.mid, Tracks: 1, Length: 158.7984199 
Name: Jota dos Lemavos , Link: http://www.gaitagallega.es/images/editor/jota-dos-lemavos.mid , File: 362.mid, Tracks: 2, Length: 111.958636 
Name: Jota dos Mariñeiros , Link: http://www.gaitagallega.es/images/editor/jota-dos-marineiros.mid , File: 363.mid, Tracks: 2, Length: 108.8284626 
Name: Jota galega nº 4 , Link: http://www.gaitagallega.es/images/editor/jota-galega-n-4.mid , File: 364.mid, Tracks: 1, Length: 131.25847 
Name: Jota galega nº 5 , Link: http://www.gaitagallega.es/images/editor/jota-galega-n-5.mid , File: 365.mid, Tracks: 1, Length: 95.6999043 
Name: Jota galega nº 6 , Link: http://www.gaitagallega.es/images/editor/jota-galega-n-6.mid , File: 366.mid, Tracks: 1, Length: 75.27 
Name: Jota Lucense , Link: http://www.gaitagallega.es/images/editor/jota-lucense.mid , File: 367.mid, Tracks: 1, Length: 68.6727845 
Name: Jota Muxicas , Link: http://www.gaitagallega.es/images/editor/jota-muxicas.mid , File: 368.mid, Tracks: 1, Length: 76.999923 
Name: Jota nº 2 , Link: http://www.gaitagallega.es/images/editor/jota-n-2.mid , File: 369.mid, Tracks: 1, Length: 66.2727825 
Name: Jota para Ourense , Link: http://www.gaitagallega.es/images/editor/jota-para-ourense.mid , File: 370.mid, Tracks: 1, Length: 97.800163 
Name: Jota para Pastor , Link: http://www.gaitagallega.es/images/editor/jota-para-pastor.mid , File: 371.mid, Tracks: 2, Length: 139.7105822 
Name: Jota para Sotelino , Link: http://www.gaitagallega.es/images/editor/jota-para-sotelino.mid , File: 372.mid, Tracks: 1, Length: 103.7411246 
Name: Jota requinteada de Paulino , Link: http://www.gaitagallega.es/images/editor/jota-requinteada-de-paulino.mid , File: 373.mid, Tracks: 2, Length: 60.353511075 
Name: Jota requinteada de Seivane , Link: http://www.gaitagallega.es/images/editor/jota-requinteada-de-seivane.mid , File: 374.mid, Tracks: 2, Length: 106.1038231 
Name: Jota Roubada , Link: http://www.gaitagallega.es/images/editor/jota-roubada.mid , File: 375.mid, Tracks: 2, Length: 76.736727 
Name: Jota(II) , Link: http://www.gaitagallega.es/images/editor/jota.mid , File: 376.mid, Tracks: 2, Length: 76.736727 
Name: Jota , Link: http://www.gaitagallega.es/images/editor/jota.mid , File: 377.mid, Tracks: 2, Length: 76.736727 
Name: Jotabé , Link: http://www.gaitagallega.es/images/editor/jotabe.mid , File: 378.mid, Tracks: 2, Length: 76.736727 
Name: Leceriña , Link: http://www.gaitagallega.es/images/editor/lecerina.mid , File: 379.mid, Tracks: 1, Length: 70.5 
Name: Lembranzas do Gaiteiro , Link: http://www.gaitagallega.es/images/editor/lembranzas-do-gaiteiro.mid , File: 380.mid, Tracks: 2, Length: 76.736727 
Name: Lucecú , Link: http://www.gaitagallega.es/images/editor/lucecu.mid , File: 381.mid, Tracks: 2, Length: 76.736727 
Name: Mariñeiro de Cambados , Link: http://www.gaitagallega.es/images/editor/marineiro-de-cambados.mid , File: 382.mid, Tracks: 2, Length: 76.736727 
Name: Menor , Link: http://www.gaitagallega.es/images/editor/menor.mid , File: 383.mid, Tracks: 2, Length: 76.736727 
Name: Meu Manuel , Link: http://www.gaitagallega.es/images/editor/meu-manuel.mid , File: 384.mid, Tracks: 2, Length: 76.736727 
Name: Miruchiño , Link: http://www.gaitagallega.es/images/editor/miruchino.mid , File: 385.mid, Tracks: 2, Length: 76.736727 
Name: Miña Maripepa , Link: http://www.gaitagallega.es/images/editor/mina-maripepa.mid , File: 386.mid, Tracks: 2, Length: 76.736727 
Name: Mouchiño , Link: http://www.gaitagallega.es/images/editor/mouchino.mid , File: 387.mid, Tracks: 2, Length: 76.736727 
Name: Muredaira , Link: http://www.gaitagallega.es/images/editor/muredaira.mid , File: 388.mid, Tracks: 2, Length: 76.736727 
Name: Na Romaxe de San Fins do Castro , Link: http://www.gaitagallega.es/images/editor/na-romaxe-de-san-fins-do-castro.mid , File: 389.mid, Tracks: 2, Length: 76.736727 
Name: No adro de Sárdoma , Link: http://www.gaitagallega.es/images/editor/no-adro-de-sardoma.mid , File: 390.mid, Tracks: 1, Length: 80.3181015 
Name: No Miño , Link: http://www.gaitagallega.es/images/editor/no-mino.mid , File: 391.mid, Tracks: 2, Length: 76.736727 
Name: Novo Milenium , Link: http://www.gaitagallega.es/images/editor/novo-milenium.mid , File: 392.mid, Tracks: 2, Length: 76.736727 
Name: O Brumeigo , Link: http://www.gaitagallega.es/images/editor/o-brumeigo.mid , File: 393.mid, Tracks: 2, Length: 76.736727 
Name: O Furabolos , Link: http://www.gaitagallega.es/images/editor/o-furabolos.mid , File: 394.mid, Tracks: 2, Length: 76.736727 
Name: O Merlo , Link: http://www.gaitagallega.es/images/editor/o-merlo.mid , File: 395.mid, Tracks: 2, Length: 76.736727 
Name: O poleiro , Link: http://www.gaitagallega.es/images/editor/o-poleiro.mid , File: 396.mid, Tracks: 2, Length: 76.736727 
Name: O saír da romaría , Link: http://www.gaitagallega.es/images/editor/o-sair-da-romaria.mid , File: 397.mid, Tracks: 2, Length: 76.736727 
Name: Pechadiño, pechadiño , Link: http://www.gaitagallega.es/images/editor/pechadino-pechadino.mid , File: 398.mid, Tracks: 2, Length: 76.736727 
Name: Peizoquiña , Link: http://www.gaitagallega.es/images/editor/peizoquina.mid , File: 399.mid, Tracks: 2, Length: 76.736727 
Name: Pra ningures , Link: http://www.gaitagallega.es/images/editor/pra-ningures.mid , File: 400.mid, Tracks: 2, Length: 76.736727 
Name: Reflexos de Outrora , Link: http://www.gaitagallega.es/images/editor/reflexos-de-outrora.mid , File: 401.mid, Tracks: 1, Length: 36.9 
Name: Remexido de jotas de Farruco Paradela , Link: http://www.gaitagallega.es/images/editor/remexido-de-jotas-de-farruco-paradela.mid , File: 402.mid, Tracks: 2, Length: 76.736727 
Name: Romaxe , Link: http://www.gaitagallega.es/images/editor/romaxe.mid , File: 403.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Bergantiños , Link: http://www.gaitagallega.es/images/editor/ruada-de-bergantinos.mid , File: 404.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Camariñas , Link: http://www.gaitagallega.es/images/editor/ruada-de-camarinas.mid , File: 405.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Cerdeira , Link: http://www.gaitagallega.es/images/editor/ruada-de-cerdeira.mid , File: 406.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Loroño , Link: http://www.gaitagallega.es/images/editor/ruada-de-lorono.mid , File: 407.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Pontevedra , Link: http://www.gaitagallega.es/images/editor/ruada-de-pontevedra.mid , File: 408.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Rebordelo 2 , Link: http://www.gaitagallega.es/images/editor/ruada-de-rebordelo-2.mid , File: 409.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Rebordelo , Link: http://www.gaitagallega.es/images/editor/ruada-de-rebordelo.mid , File: 410.mid, Tracks: 2, Length: 76.736727 
Name: Ruada de Viascón , Link: http://www.gaitagallega.es/images/editor/ruada-de-viascon.mid , File: 411.mid, Tracks: 2, Length: 76.736727 
Name: Ruada do Carramal , Link: http://www.gaitagallega.es/images/editor/ruada-do-carramal.mid , File: 412.mid, Tracks: 2, Length: 65.999934 
Name: Saltareira , Link: http://www.gaitagallega.es/images/editor/saltareira.mid , File: 413.mid, Tracks: 2, Length: 76.736727 
Name: Sariña, chaman a porta , Link: http://www.gaitagallega.es/images/editor/sarina-chaman-a-porta.mid , File: 414.mid, Tracks: 2, Length: 76.736727 
Name: Saínza , Link: http://www.gaitagallega.es/images/editor/sainza.mid , File: 415.mid, Tracks: 2, Length: 76.736727 
Name: Temprano , Link: http://www.gaitagallega.es/images/editor/temprano(1).mid , File: 416.mid, Tracks: 2, Length: 76.736727 
Name: Terra meiga , Link: http://www.gaitagallega.es/images/editor/terra-meiga.mid , File: 417.mid, Tracks: 2, Length: 76.736727 
Name: Trisqueliña , Link: http://www.gaitagallega.es/images/editor/trisquelina.mid , File: 418.mid, Tracks: 2, Length: 76.736727 
Name: Troula das Rías Baixas , Link: http://www.gaitagallega.es/images/editor/troula-das-rias-baixas.mid , File: 419.mid, Tracks: 2, Length: 76.736727 
Name: Troula de Salcedo , Link: http://www.gaitagallega.es/images/editor/troula-de-salcedo.mid , File: 420.mid, Tracks: 2, Length: 76.736727 
Name: Troula pra catro gaiteiros , Link: http://www.gaitagallega.es/images/editor/troula-pra-catro-gaiteiros.mid , File: 421.mid, Tracks: 2, Length: 76.736727 
Name: Volta da festa de Caroi , Link: http://www.gaitagallega.es/images/editor/volta-da-festa-de-caroi(1).mid , File: 422.mid, Tracks: 2, Length: 76.736727 
Name: Xoaniña , Link: http://www.gaitagallega.es/images/editor/xoanina(1).mid , File: 423.mid, Tracks: 2, Length: 38.57139 
Name: Xogos , Link: http://www.gaitagallega.es/images/editor/xogos(1).mid , File: 424.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Biobra , Link: http://www.gaitagallega.es/images/editor/xota-de-biobra(1).mid , File: 425.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Folgoso , Link: http://www.gaitagallega.es/images/editor/xota-de-folgoso(1).mid , File: 426.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Niñodaguia , Link: http://www.gaitagallega.es/images/editor/xota-de-ninodaguia(1).mid , File: 427.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Paulino , Link: http://www.gaitagallega.es/images/editor/xota-de-paulino(1).mid , File: 428.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Pontevedra (CS 350) , Link: http://www.gaitagallega.es/images/editor/xota-de-pontevedra-cs-350(1).mid , File: 429.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Pontevedra , Link: http://www.gaitagallega.es/images/editor/xota-de-pontevedra(1).mid , File: 430.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Riomao , Link: http://www.gaitagallega.es/images/editor/xota-de-riomao(1).mid , File: 431.mid, Tracks: 2, Length: 76.736727 
Name: Xota de Xestoso do Lor , Link: http://www.gaitagallega.es/images/editor/xota-de-xestoso-do-lor(1).mid , File: 432.mid, Tracks: 2, Length: 76.736727 
Name: Xota dos 28 puntos , Link: http://www.gaitagallega.es/images/editor/xota-dos-28-puntos(1).mid , File: 433.mid, Tracks: 2, Length: 76.736727 
Name: Xota para Xesús , Link: http://www.gaitagallega.es/images/editor/xota-para-xesus(1).mid , File: 434.mid, Tracks: 1, Length: 59.732111 
Name: Ó saír para a romaría , Link: http://www.gaitagallega.es/images/editor/o-sair-para-a-romaria(1).mid , File: 435.mid, Tracks: 2, Length: 76.736727 
Name: A Laranxeira , Link: https://www.box.com/s/typ4evywd1oxywptytb3 , File: 436.gp5, Tracks: 2, Length: 76.736727 
Name: Mazurca de Couso DO , Link: https://www.box.com/s/61v9jnf2n0xzc6y83p5d , File: 437.gp5, Tracks: 2, Length: 76.736727 
Name: Mazurca dos Campaneiros , Link: https://www.box.com/s/aogyg69ucgjem6nq9pjo , File: 438.gp5, Tracks: 2, Length: 76.736727 
Name: A Afonsina DO , Link: https://www.box.com/s/yhrgz93wah1zd229teeg , File: 439.gp5, Tracks: 2, Length: 76.736727 
Name: A Camposa , Link: https://www.box.com/s/6rkimp0fhkm0ggyrkms6 , File: 440.gp5, Tracks: 2, Length: 76.736727 
Name: A Pontebora DO , Link: https://www.box.com/s/p33f8r0269yaier7a25u , File: 441.gp5, Tracks: 2, Length: 76.736727 
Name: Muiñeira do Areal , Link: https://www.box.com/s/btkurllgyupltgpw20u2 , File: 442.gp5, Tracks: 2, Length: 76.736727 
Name: Muiñeira de Brincadeira , Link: https://www.box.com/s/tylz8kgbfjsogdsdyvym , File: 443.gp5, Tracks: 1, Length: 56.85 
Name: Muiñeira de Cabana , Link: https://www.box.com/s/htcy9mo0cncc3nnkby44 , File: 444.gp5, Tracks: 1, Length: 58.92854 
Name: Muiñeira do Espantallo , Link: https://www.box.com/s/umnlpjplrnv1sbqi71ba , File: 445.gp5, Tracks: 1, Length: 38.5 
Name: Muiñeira de Forcarei , Link: https://www.box.com/s/6r39dt27qc701y8ue1rr , File: 446.gp5, Tracks: 2, Length: 50.25 
Name: Muiñeira de Freixido , Link: https://www.box.com/s/2g4h9uij9xu1mrvto39p , File: 447.gp5, Tracks: 1, Length: 41.0454135 
